IATA Code,Airport Name,Country,City,TimeZone
ABI,Abilene Regional Airport,United States,Abilene,America/Chicago
COU,Columbia Regional Airport,United States,Columbia,America/Chicago
PDX,Portland International Airport,United States,Portland,America/Los_Angeles
TNT,Dade Collier Training and Transition Airport,United States,Miami,America/New_York
PBI,Palm Beach International Airport,United States,West Palm Beach,America/New_York
FTW,Fort Worth Meacham International Airport,United States,Fort Worth,America/Chicago
OGS,Ogdensburg International Airport,United States,Ogdensburg,America/New_York
FMH,Cape Cod Coast Guard Air Station,United States,Falmouth,America/New_York
BFI,Boeing Field King County International Airport,United States,Seattle,America/Los_Angeles
SKF,Lackland Air Force Base,United States,San Antonio,America/Chicago
HNL,Daniel K Inouye International Airport,United States,Honolulu,Pacific/Honolulu
DSM,Des Moines International Airport,United States,Des Moines,America/Chicago
EWN,Coastal Carolina Regional Airport,United States,New Bern,America/New_York
SAN,San Diego International Airport,United States,San Diego,America/Los_Angeles
MLU,Monroe Regional Airport,United States,Monroe,America/Chicago
SSC,Shaw Air Force Base,United States,Sumter,America/New_York
ONT,Ontario International Airport,United States,Ontario,America/Los_Angeles
GVT,Majors Airport,United States,Greenvile,America/Chicago
ROW,Roswell International Air Center Airport,United States,Roswell,America/Denver
DET,Coleman A. Young Municipal Airport,United States,Detroit,America/New_York
BRO,Brownsville South Padre Island International Airport,United States,Brownsville,America/Chicago
DHN,Dothan Regional Airport,United States,Dothan,America/Chicago
WWD,Cape May County Airport,United States,Wildwood,America/New_York
NFL,Fallon Naval Air Station,United States,Fallon,America/Los_Angeles
MTC,Selfridge Air National Guard Base Airport,United States,Mount Clemens,America/New_York
FMN,Four Corners Regional Airport,United States,Farmington,America/Denver
CRP,Corpus Christi International Airport,United States,Corpus Christi,America/Chicago
SYR,Syracuse Hancock International Airport,United States,Syracuse,America/New_York
NQX,Naval Air Station Key West/Boca Chica Field,United States,Key West,America/New_York
MDW,Chicago Midway International Airport,United States,Chicago,America/Chicago
SJC,Norman Y. Mineta San Jose International Airport,United States,San Jose,America/Los_Angeles
HOB,Lea County Regional Airport,United States,Hobbs,America/Denver
PNE,Northeast Philadelphia Airport,United States,Philadelphia,America/New_York
DEN,Denver International Airport,United States,Denver,America/Denver
PHL,Philadelphia International Airport,United States,Philadelphia,America/New_York
SUX,Sioux Gateway Col. Bud Day Field,United States,Sioux City,America/Chicago
MCN,Middle Georgia Regional Airport,United States,Macon,America/New_York
TCS,Truth Or Consequences Municipal Airport,United States,Truth Or Consequences,America/Denver
PMD,Palmdale Regional/USAF Plant 42 Airport,United States,Palmdale,America/Los_Angeles
RND,Randolph Air Force Base,United States,San Antonio,America/Chicago
NJK,El Centro NAF Airport (Vraciu Field),United States,El Centro,America/Los_Angeles
CMH,John Glenn Columbus International Airport,United States,Columbus,America/New_York
FYV,Drake Field,United States,Fayetteville,America/Chicago
FSI,Henry Post Army Air Field (Fort Sill),United States,Fort Sill,America/Chicago
\N,Princeton Municipal Airport,United States,Princeton,America/Chicago
FFO,Wright-Patterson Air Force Base,United States,Dayton,America/New_York
GAL,Edward G. Pitka Sr Airport,United States,Galena,America/Anchorage
\N,Chandler Municipal Airport,United States,Chandler,America/Phoenix
MWL,Mineral Wells Airport,United States,Mineral Wells,America/Chicago
IAB,Mc Connell Air Force Base,United States,Wichita,America/Chicago
NBG,New Orleans NAS JRB/Alvin Callender Field,United States,New Orleans,America/Chicago
BFT,Beaufort County Airport,United States,Beaufort,America/New_York
TXK,Texarkana Regional Webb Field,United States,Texarkana,America/Chicago
PBG,Plattsburgh International Airport,United States,Plattsburgh,America/New_York
APG,Phillips Army Air Field,United States,Aberdeen,America/New_York
TCC,Tucumcari Municipal Airport,United States,Tucumcari,America/Denver
ANC,Ted Stevens Anchorage International Airport,United States,Anchorage,America/Anchorage
GRK,Robert Gray  Army Air Field Airport,United States,Killeen,America/Chicago
\N,Black Rock Airport,United States,Zuni Pueblo,America/Denver
BLI,Bellingham International Airport,United States,Bellingham,America/Los_Angeles
NQA,Millington-Memphis Airport,United States,Millington,America/Chicago
EKN,Elkins-Randolph Co-Jennings Randolph Field,United States,Elkins,America/New_York
HFD,Hartford Brainard Airport,United States,Hartford,America/New_York
SFZ,North Central State Airport,United States,Smithfield,America/New_York
MOB,Mobile Regional Airport,United States,Mobile,America/Chicago
NUQ,Moffett Federal Airfield,United States,Mountain View,America/Los_Angeles
SAF,Santa Fe Municipal Airport,United States,Santa Fe,America/Denver
BKH,Barking Sands Airport,United States,Barking Sands,Pacific/Honolulu
DRI,Beauregard Regional Airport,United States,Deridder,America/Chicago
BSF,Bradshaw Army Airfield,United States,Bradshaw Field,Pacific/Honolulu
OLS,Nogales International Airport,United States,Nogales,America/Phoenix
MCF,Mac Dill Air Force Base,United States,Tampa,America/New_York
BLV,Scott AFB/Midamerica Airport,United States,Belleville,America/Chicago
OPF,Opa-locka Executive Airport,United States,Miami,America/New_York
DRT,Del Rio International Airport,United States,Del Rio,America/Chicago
RSW,Southwest Florida International Airport,United States,Fort Myers,America/New_York
AKN,King Salmon Airport,United States,King Salmon,America/Anchorage
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,United States,Muir,America/New_York
JHM,Kapalua Airport,United States,Lahania-kapalua,Pacific/Honolulu
JFK,John F Kennedy International Airport,United States,New York,America/New_York
HST,Homestead ARB Airport,United States,Homestead,America/New_York
RAL,Riverside Municipal Airport,United States,Riverside,America/Los_Angeles
FLV,Sherman Army Air Field,United States,Fort Leavenworth,America/Chicago
WAL,Wallops Flight Facility Airport,United States,Wallops Island,America/New_York
HMN,Holloman Air Force Base,United States,Alamogordo,America/Denver
NXX,Willow Grove Naval Air Station/Joint Reserve Base,United States,Willow Grove,America/New_York
CYS,Cheyenne Regional Jerry Olson Field,United States,Cheyenne,America/Denver
SCK,Stockton Metropolitan Airport,United States,Stockton,America/Los_Angeles
CHS,Charleston Air Force Base-International Airport,United States,Charleston,America/New_York
RNO,Reno Tahoe International Airport,United States,Reno,America/Los_Angeles
KTN,Ketchikan International Airport,United States,Ketchikan,America/Anchorage
YIP,Willow Run Airport,United States,Detroit,America/New_York
VBG,Vandenberg Air Force Base,United States,Lompoc,America/Los_Angeles
BHM,Birmingham-Shuttlesworth International Airport,United States,Birmingham,America/Chicago
NEL,Lakehurst Maxfield Field Airport,United States,Lakehurst,America/New_York
SYA,Eareckson Air Station,United States,Shemya,America/Adak
LSV,Nellis Air Force Base,United States,Las Vegas,America/Los_Angeles
RIV,March ARB Airport,United States,Riverside,America/Los_Angeles
MOD,Modesto City Co-Harry Sham Field,United States,Modesto,America/Los_Angeles
SMF,Sacramento International Airport,United States,Sacramento,America/Los_Angeles
UGN,Waukegan National Airport,United States,Chicago,America/Chicago
COS,City of Colorado Springs Municipal Airport,United States,Colorado Springs,America/Denver
BUF,Buffalo Niagara International Airport,United States,Buffalo,America/New_York
SKY,Griffing Sandusky Airport,United States,Sandusky,America/New_York
PAE,Snohomish County (Paine Field) Airport,United States,Everett,America/Los_Angeles
MUO,Mountain Home Air Force Base,United States,Mountain Home,America/Denver
CDC,Cedar City Regional Airport,United States,Cedar City,America/Denver
BDL,Bradley International Airport,United States,Windsor Locks,America/New_York
MFE,Mc Allen Miller International Airport,United States,Mcallen,America/Chicago
NGU,Norfolk Naval Station (Chambers Field),United States,Norfolk,America/New_York
CEF,Westover ARB/Metropolitan Airport,United States,Chicopee Falls,America/New_York
LBB,Lubbock Preston Smith International Airport,United States,Lubbock,America/Chicago
ORD,Chicago O'Hare International Airport,United States,Chicago,America/Chicago
BCT,Boca Raton Airport,United States,Boca Raton,America/New_York
FAI,Fairbanks International Airport,United States,Fairbanks,America/Anchorage
\N,Quantico MCAF /Turner field,United States,Quantico,America/New_York
CVS,Cannon Air Force Base,United States,Clovis,America/Denver
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,United States,Kaneohe Bay,Pacific/Honolulu
OFF,Offutt Air Force Base,United States,Omaha,America/Chicago
GKN,Gulkana Airport,United States,Gulkana,America/Anchorage
ART,Watertown International Airport,United States,Watertown,America/New_York
PSP,Palm Springs International Airport,United States,Palm Springs,America/Los_Angeles
AMA,Rick Husband Amarillo International Airport,United States,Amarillo,America/Chicago
FOD,Fort Dodge Regional Airport,United States,Fort Dodge,America/Chicago
BAD,Barksdale Air Force Base,United States,Shreveport,America/Chicago
FOE,Topeka Regional Airport - Forbes Field,United States,Topeka,America/Chicago
COT,Cotulla-La Salle County Airport,United States,Cotulla,America/Chicago
ILM,Wilmington International Airport,United States,Wilmington,America/New_York
BTR,Baton Rouge Metropolitan Airport,United States,Baton Rouge,America/Chicago
\N,Meridian Naval Air Station,United States,Meridian,America/Chicago
TYR,Tyler Pounds Regional Airport,United States,Tyler,America/Chicago
BWI,Baltimore/Washington International Thurgood Marshall Airport,United States,Baltimore,America/New_York
HBR,Hobart Regional Airport,United States,Hobart,America/Chicago
LNY,Lanai Airport,United States,Lanai,Pacific/Honolulu
AEX,Alexandria International Airport,United States,Alexandria,America/Chicago
WSD,Condron Army Air Field,United States,White Sands,America/Denver
CDB,Cold Bay Airport,United States,Cold Bay,America/Anchorage
TUL,Tulsa International Airport,United States,Tulsa,America/Chicago
SIT,Sitka Rocky Gutierrez Airport,United States,Sitka,America/Anchorage
ISP,Long Island Mac Arthur Airport,United States,Islip,America/New_York
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,United States,Minneapolis,America/Chicago
ILG,New Castle Airport,United States,Wilmington,America/New_York
DUT,Unalaska Airport,United States,Unalaska,America/Anchorage
MSY,Louis Armstrong New Orleans International Airport,United States,New Orleans,America/Chicago
PWM,Portland International Jetport Airport,United States,Portland,America/New_York
OKC,Will Rogers World Airport,United States,Oklahoma City,America/Chicago
ALB,Albany International Airport,United States,Albany,America/New_York
VDZ,Valdez Pioneer Field,United States,Valdez,America/Anchorage
LFI,Langley Air Force Base,United States,Hampton,America/New_York
SNA,John Wayne Airport-Orange County Airport,United States,Santa Ana,America/Los_Angeles
CBM,Columbus Air Force Base,United States,Colombus,America/Chicago
TMB,Kendall-Tamiami Executive Airport,United States,Kendall-tamiami,America/New_York
NTU,Oceana Naval Air Station,United States,Oceana,America/New_York
GUS,Grissom Air Reserve Base,United States,Peru,America/New_York
CPR,Casper-Natrona County International Airport,United States,Casper,America/Denver
VPS,Destin-Ft Walton Beach Airport,United States,Valparaiso,America/Chicago
SEM,Craig Field,United States,Selma,America/Chicago
EYW,Key West International Airport,United States,Key West,America/New_York
CLT,Charlotte Douglas International Airport,United States,Charlotte,America/New_York
LAS,McCarran International Airport,United States,Las Vegas,America/Los_Angeles
MCO,Orlando International Airport,United States,Orlando,America/New_York
FLO,Florence Regional Airport,United States,Florence,America/New_York
GTF,Great Falls International Airport,United States,Great Falls,America/Denver
YNG,Youngstown Warren Regional Airport,United States,Youngstown,America/New_York
FBK,Ladd AAF Airfield,United States,Fort Wainwright,America/Anchorage
\N,Mc Minnville Municipal Airport,United States,Mackminnville,America/Los_Angeles
WRB,Robins Air Force Base,United States,Macon,America/New_York
BKK,Suvarnabhumi Airport,Thailand,Bangkok,Asia/Bangkok
NAH,Naha Airport,Indonesia,Naha,Asia/Makassar
MXB,Andi Jemma Airport,Indonesia,Masamba,Asia/Makassar
SQR,Soroako Airport,Indonesia,Soroako,Asia/Makassar
TTR,Pongtiku Airport,Indonesia,Makale,Asia/Makassar
KDI,Wolter Monginsidi Airport,Indonesia,Kendari,Asia/Makassar
SBG,Maimun Saleh Airport,Indonesia,Sabang,Asia/Jakarta
TSY,Cibeureum Airport,Indonesia,Tasikmalaya,Asia/Jakarta
\N,Iswahyudi Airport,Indonesia,Madiun,Asia/Jakarta
MLG,Abdul Rachman Saleh Airport,Indonesia,Malang,Asia/Jakarta
\N,Budiarto Airport,Indonesia,Tangerang,Asia/Jakarta
BDO,Husein Sastranegara International Airport,Indonesia,Bandung,Asia/Jakarta
CBN,Penggung Airport,Indonesia,Cirebon,Asia/Jakarta
JOG,Adi Sutjipto International Airport,Indonesia,Yogyakarta,Asia/Jakarta
CXP,Tunggul Wulung Airport,Indonesia,Cilacap,Asia/Jakarta
PCB,Pondok Cabe Air Base,Indonesia,Jakarta,Asia/Jakarta
SRG,Achmad Yani Airport,Indonesia,Semarang,Asia/Jakarta
BTH,Hang Nadim International Airport,Indonesia,Batam,Asia/Jakarta
TJQ,Buluh Tumbang (H A S Hanandjoeddin) Airport,Indonesia,Tanjung Pandan,Asia/Jakarta
PGK,Pangkal Pinang (Depati Amir) Airport,Indonesia,Pangkal Pinang,Asia/Jakarta
TNJ,Raja Haji Fisabilillah International Airport,Indonesia,Tanjung Pinang,Asia/Jakarta
SIQ,Dabo Airport,Indonesia,Singkep,Asia/Jakarta
BDJ,Syamsudin Noor Airport,Indonesia,Banjarmasin,Asia/Makassar
BTW,Batu Licin Airport,Indonesia,Batu Licin,Asia/Makassar
PKN,Iskandar Airport,Indonesia,Pangkalan Bun,Asia/Jakarta
PKY,Tjilik Riwut Airport,Indonesia,Palangkaraya,Asia/Jakarta
MOF,Maumere(Wai Oti) Airport,Indonesia,Maumere,Asia/Makassar
ENE,Ende (H Hasan Aroeboesman) Airport,Indonesia,Ende,Asia/Makassar
RTG,Frans Sales Lega Airport,Indonesia,Ruteng,Asia/Makassar
KOE,El Tari Airport,Indonesia,Kupang,Asia/Makassar
LBJ,Komodo Airport,Indonesia,Labuhan Bajo,Asia/Makassar
BPN,Sultan Aji Muhamad Sulaiman Airport,Indonesia,Balikpapan,Asia/Makassar
TRK,Juwata Airport,Indonesia,Taraken,Asia/Makassar
SRI,Temindung Airport,Indonesia,Samarinda,Asia/Makassar
TSX,Tanjung Santan Airport,Indonesia,Tanjung Santan,Asia/Makassar
AMI,Selaparang Airport,Indonesia,Mataram,Asia/Makassar
BMU,Muhammad Salahuddin Airport,Indonesia,Bima,Asia/Makassar
WGP,Umbu Mehang Kunda Airport,Indonesia,Waingapu,Asia/Makassar
SUB,Juanda International Airport,Indonesia,Surabaya,Asia/Jakarta
SOC,Adi Sumarmo Wiryokusumo Airport,Indonesia,Solo City,Asia/Jakarta
ICN,Incheon International Airport,South Korea,Seoul,Asia/Seoul
CNX,Chiang Mai International Airport,Thailand,Chiang Mai,Asia/Bangkok
CEI,Chiang Rai International Airport,Thailand,Chiang Rai,Asia/Bangkok
NST,Nakhon Si Thammarat Airport,Thailand,Nakhon Si Thammarat,Asia/Bangkok
NAK,Nakhon Ratchasima Airport,Thailand,Nakhon Ratchasima,Asia/Bangkok
KOP,Nakhon Phanom Airport,Thailand,Nakhon Phanom,Asia/Bangkok
UBP,Ubon Ratchathani Airport,Thailand,Ubon Ratchathani,Asia/Bangkok
KKC,Khon Kaen Airport,Thailand,Khon Kaen,Asia/Bangkok
THS,Sukhothai Airport,Thailand,Sukhothai,Asia/Bangkok
DPS,Ngurah Rai (Bali) International Airport,Indonesia,Denpasar,Asia/Makassar
ATH,Eleftherios Venizelos International Airport,Greece,Athens,Europe/Athens
NGO,Chubu Centrair International Airport,Japan,Nagoya,Asia/Tokyo
UKB,Kobe Airport,Japan,Kobe,Asia/Tokyo
PUW,Pullman Moscow Regional Airport,United States,Pullman,America/Los_Angeles
LWS,Lewiston Nez Perce County Airport,United States,Lewiston,America/Los_Angeles
ELM,Elmira Corning Regional Airport,United States,Elmira,America/New_York
ITH,Ithaca Tompkins Regional Airport,United States,Ithaca,America/New_York
MRY,Monterey Peninsula Airport,United States,Monterey,America/Los_Angeles
SBA,Santa Barbara Municipal Airport,United States,Santa Barbara,America/Los_Angeles
DAB,Daytona Beach International Airport,United States,Daytona Beach,America/New_York
LPX,LiepÄja International Airport,Latvia,Liepaja,Europe/Riga
RIX,Riga International Airport,Latvia,Riga,Europe/Riga
SQQ,Å iauliai International Airport,Lithuania,Siauliai,Europe/Vilnius
HLJ,Barysiai Airport,Lithuania,Barysiai,Europe/Vilnius
KUN,Kaunas International Airport,Lithuania,Kaunas,Europe/Vilnius
\N,S. Darius and S. GirÄ—nas Airfield,Lithuania,Kaunas,Europe/Vilnius
PLQ,Palanga International Airport,Lithuania,Palanga,Europe/Vilnius
VNO,Vilnius International Airport,Lithuania,Vilnius,Europe/Vilnius
PNV,PanevÄ—Å¾ys Air Base,Lithuania,Panevezys,Europe/Vilnius
\N,Erebuni Airport,Armenia,Yerevan,Asia/Yerevan
\N,Stepanavan Airport,Armenia,Stepanavan,Asia/Yerevan
EVN,Zvartnots International Airport,Armenia,Yerevan,Asia/Yerevan
LWN,Gyumri Shirak Airport,Armenia,Gyumri,Asia/Yerevan
ASA,Assab International Airport,Eritrea,Assab,Africa/Asmera
ASM,Asmara International Airport,Eritrea,Asmara,Africa/Asmera
MSW,Massawa International Airport,Eritrea,Massawa,Africa/Asmera
GZA,Yasser Arafat International Airport,Palestine,Gaza,Asia/Gaza
BUS,Batumi International Airport,Georgia,Batumi,Asia/Tbilisi
KUT,Kopitnari Airport,Georgia,Kutaisi,Asia/Tbilisi
TBS,Tbilisi International Airport,Georgia,Tbilisi,Asia/Tbilisi
RIY,Mukalla International Airport,Yemen,Mukalla,Asia/Aden
TAI,Ta'izz International Airport,Yemen,Taiz,Asia/Aden
HOD,Hodeidah International Airport,Yemen,Hodeidah,Asia/Aden
ADE,Aden International Airport,Yemen,Aden,Asia/Aden
AXK,Ataq Airport,Yemen,Ataq,Asia/Aden
AAY,Al Ghaidah International Airport,Yemen,Al Ghaidah Intl,Asia/Aden
SAH,Sana'a International Airport,Yemen,Sanaa,Asia/Aden
BHN,Beihan Airport,Yemen,Beihan,Asia/Aden
SCT,Socotra International Airport,Yemen,Socotra,Asia/Aden
\N,Al Badie Airport,Yemen,Al Badie,Asia/Aden
FMM,Memmingen Allgau Airport,Germany,Memmingen,Europe/Berlin
NAV,NevÅŸehir Kapadokya Airport,Turkey,Nevsehir,Europe/Istanbul
EZE,Ministro Pistarini International Airport,Argentina,Buenos Aires,America/Buenos_Aires
EBL,Erbil International Airport,Iraq,Erbil,Asia/Baghdad
EMD,Emerald Airport,Australia,Emerald,Australia/Brisbane
HEW,Athen Helenikon Airport,Greece,Athens,Europe/Athens
KIX,Kansai International Airport,Japan,Osaka,Asia/Tokyo
JRB,Downtown-Manhattan/Wall St Heliport,United States,New York,America/New_York
TAG,Tagbilaran Airport,Philippines,Tagbilaran,Asia/Manila
JAV,Ilulissat Airport,Greenland,Ilulissat,America/Godthab
JCH,Qasigiannguit Heliport,Greenland,Qasigiannguit,America/Godthab
JEG,Aasiaat Airport,Greenland,Aasiaat,America/Godthab
PMI,Palma De Mallorca Airport,Spain,Palma de Mallorca,Europe/Madrid
DRW,Darwin International Airport,Australia,Darwin,Australia/Darwin
URT,Surat Thani Airport,Thailand,Surat Thani,Asia/Bangkok
TKA,Talkeetna Airport,United States,Talkeetna,America/Anchorage
GZM,Xewkija Heliport,Malta,Gozo,Europe/Malta
HVN,Tweed New Haven Airport,United States,New Haven,America/New_York
AVL,Asheville Regional Airport,United States,Asheville,America/New_York
GSO,Piedmont Triad International Airport,United States,Greensboro,America/New_York
FSD,Joe Foss Field Airport,United States,Sioux Falls,America/Chicago
AYQ,Ayers Rock Connellan Airport,Australia,Uluru,Australia/Darwin
MHT,Manchester-Boston Regional Airport,United States,Manchester NH,America/New_York
APF,Naples Municipal Airport,United States,Naples,America/New_York
RDN,LTS Pulau Redang Airport,Malaysia,Redang,Asia/Kuala_Lumpur
SDF,Louisville International Standiford Field,United States,Louisville,America/New_York
CHO,Charlottesville Albemarle Airport,United States,Charlottesville VA,America/New_York
ROA,Roanokeâ€“Blacksburg Regional Airport,United States,Roanoke VA,America/New_York
LEX,Blue Grass Airport,United States,Lexington KY,America/New_York
EVV,Evansville Regional Airport,United States,Evansville,America/Chicago
ABQ,Albuquerque International Sunport,United States,Albuquerque,America/Denver
BZN,Gallatin Field,United States,Bozeman,America/Denver
BIL,Billings Logan International Airport,United States,Billings,America/Denver
BTM,Bert Mooney Airport,United States,Butte,America/Denver
TVC,Cherry Capital Airport,United States,Traverse City,America/New_York
FRS,Mundo Maya International Airport,Guatemala,Flores,America/Guatemala
BHB,Hancock County-Bar Harbor Airport,United States,Bar Harbor,America/New_York
RKD,Knox County Regional Airport,United States,Rockland,America/New_York
JAC,Jackson Hole Airport,United States,Jacksn Hole,America/Denver
RFD,Chicago Rockford International Airport,United States,Rockford,America/Chicago
DME,Domodedovo International Airport,Russia,Moscow,Europe/Moscow
SYX,Sanya Phoenix International Airport,China,Sanya,Asia/Shanghai
MFN,Milford Sound Airport,New Zealand,Milford Sound,Pacific/Auckland
LJG,Lijiang Airport,China,Lijiang,Asia/Shanghai
GSP,Greenville Spartanburg International Airport,United States,Greenville,America/New_York
BMI,Central Illinois Regional Airport at Bloomington-Normal,United States,Bloomington,America/Chicago
GPT,Gulfport Biloxi International Airport,United States,Gulfport,America/Chicago
AZO,Kalamazoo Battle Creek International Airport,United States,Kalamazoo,America/New_York
TOL,Toledo Express Airport,United States,Toledo,America/New_York
FWA,Fort Wayne International Airport,United States,Fort Wayne,America/New_York
DEC,Decatur Airport,United States,Decatur,America/Chicago
CID,The Eastern Iowa Airport,United States,Cedar Rapids,America/Chicago
LSE,La Crosse Municipal Airport,United States,La Crosse,America/Chicago
CWA,Central Wisconsin Airport,United States,Wassau,America/Chicago
PIA,General Wayne A. Downing Peoria International Airport,United States,Peoria,America/Chicago
ATW,Appleton International Airport,United States,Appleton,America/Chicago
RST,Rochester International Airport,United States,Rochester,America/Chicago
CMI,University of Illinois Willard Airport,United States,Champaign,America/Chicago
MHK,Manhattan Regional Airport,United States,Manhattan,America/Chicago
KGC,Kingscote Airport,Australia,Kingscote,Australia/Adelaide
HVB,Hervey Bay Airport,Australia,Hervey Bay,Australia/Brisbane
DLU,Dali Airport,China,Dali,Asia/Shanghai
MZV,Mulu Airport,Malaysia,Mulu,Asia/Kuala_Lumpur
SSH,Sharm El Sheikh International Airport,Egypt,Sharm El Sheikh,Africa/Cairo
FKL,Venango Regional Airport,United States,Franklin,America/New_York
NBO,Jomo Kenyatta International Airport,Kenya,Nairobi,Africa/Nairobi
SEU,Seronera Airport,Tanzania,Seronera,Africa/Dar_es_Salaam
FTE,El Calafate Airport,Argentina,El Calafate,America/Argentina/Rio_Gallegos
ARM,Armidale Airport,Australia,Armidale,Australia/Sydney
GJT,Grand Junction Regional Airport,United States,Grand Junction,America/Denver
SGU,St George Municipal Airport,United States,Saint George,America/Denver
DWH,David Wayne Hooks Memorial Airport,United States,Houston,America/Chicago
\N,Port O'Connor Private Heliport,United States,Port O\'Connor,America/Chicago
SRQ,Sarasota Bradenton International Airport,United States,Sarasota,America/New_York
BDA,L.F. Wade International International Airport,Bermuda,Bermuda,Atlantic/Bermuda
VNY,Van Nuys Airport,United States,Van Nuys,America/Los_Angeles
MLI,Quad City International Airport,United States,Moline,America/Chicago
PFN,Panama City-Bay Co International Airport,United States,Panama City,America/Chicago
HIR,Honiara International Airport,Solomon Islands,Honiara,Pacific/Guadalcanal
PPT,Faa'a International Airport,French Polynesia,Papeete,Pacific/Tahiti
INU,Nauru International Airport,Nauru,Nauru,Pacific/Nauru
FUN,Funafuti International Airport,Tuvalu,Funafuti,Pacific/Funafuti
OVB,Tolmachevo Airport,Russia,Novosibirsk,Asia/Krasnoyarsk
\N,SamsÃ¸ Airport,Denmark,Samsoe,Europe/Copenhagen
XKH,Xieng Khouang Airport,Laos,Phon Savan,Asia/Vientiane
BIS,Bismarck Municipal Airport,United States,Bismarck,America/Chicago
TEX,Telluride Regional Airport,United States,Telluride,America/Denver
\N,Yinchuan Airport,China,Yinchuan,Asia/Shanghai
HGN,Mae Hong Son Airport,Thailand,Mae Hong Son,Asia/Bangkok
RAP,Rapid City Regional Airport,United States,Rapid City,America/Denver
CLD,Mc Clellan-Palomar Airport,United States,Carlsbad,America/Los_Angeles
FNT,Bishop International Airport,United States,Flint,America/New_York
DVO,Francisco Bangoy International Airport,Philippines,Davao,Asia/Manila
FNC,Madeira Airport,Portugal,Funchal,Europe/Lisbon
STM,Maestro Wilson Fonseca Airport,Brazil,Santarem,America/Belem
KOS,Sihanoukville International Airport,Cambodia,Sihanoukville,Asia/Phnom_Penh
YOA,Ekati Airport,Canada,Ekati,America/Edmonton
NPE,Hawke's Bay Airport,New Zealand,NAPIER,Pacific/Auckland
LEV,Levuka Airfield,Fiji,Levuka,Pacific/Fiji
LXA,Lhasa Gonggar Airport,China,Lhasa,Asia/Shanghai
RDD,Redding Municipal Airport,United States,Redding,America/Los_Angeles
EUG,Mahlon Sweet Field,United States,Eugene,America/Los_Angeles
IDA,Idaho Falls Regional Airport,United States,Idaho Falls,America/Denver
MFR,Rogue Valley International Medford Airport,United States,Medford,America/Los_Angeles
KBZ,Kaikoura Airport,New Zealand,Kaikoura,Pacific/Auckland
RDM,Roberts Field,United States,Redmond-Bend,America/Los_Angeles
PCN,Picton Aerodrome,New Zealand,Picton,Pacific/Auckland
WDH,Hosea Kutako International Airport,Namibia,Windhoek,Africa/Windhoek
YWH,Victoria Harbour Seaplane Base,Canada,Victoria,America/Vancouver
\N,Coal Harbour Seaplane Base,Canada,Vancouver,America/Vancouver
TNA,Yaoqiang Airport,China,Jinan,Asia/Shanghai
CZX,Changzhou Benniu Airport,China,Changzhou,Asia/Shanghai
YBP,Yibin Caiba Airport,China,Yibin,Asia/Shanghai
TJM,Roshchino International Airport,Russia,Tyumen,Asia/Yekaterinburg
CAK,Akron Canton Regional Airport,United States,Akron,America/New_York
HSV,Huntsville International Carl T Jones Field,United States,Huntsville,America/Chicago
PKB,Mid Ohio Valley Regional Airport,United States,PARKERSBURG,America/New_York
MGM,Montgomery Regional (Dannelly Field) Airport,United States,MONTGOMERY,America/Chicago
TRI,Tri-Cities Regional TN/VA Airport,United States,BRISTOL,America/New_York
PAH,Barkley Regional Airport,United States,PADUCAH,America/Chicago
JIB,Djibouti-Ambouli Airport,Djibouti,Djibouti,Africa/Djibouti
HAK,Haikou Meilan International Airport,China,Haikou,Asia/Shanghai
MFA,Mafia Island Airport,Tanzania,Mafia Island,Africa/Dar_es_Salaam
PGA,Page Municipal Airport,United States,Page,America/Phoenix
UII,Utila Airport,Honduras,Utila,America/Tegucigalpa
FCA,Glacier Park International Airport,United States,Kalispell,America/Denver
MBS,MBS International Airport,United States,Saginaw,America/New_York
BGM,Greater Binghamton/Edwin A Link field,United States,Binghamton,America/New_York
BGW,Baghdad International Airport,Iraq,Baghdad,Asia/Baghdad
NNT,Nan Airport,Thailand,Nan,Asia/Bangkok
ROI,Roi Et Airport,Thailand,Roi Et,Asia/Bangkok
BFV,Buri Ram Airport,Thailand,Buri Ram,Asia/Bangkok
TDX,Trat Airport,Thailand,Trat,Asia/Bangkok
BLH,Blythe Airport,United States,Blythe,America/Los_Angeles
IQA,Al Asad Air Base,Iraq,Al Asad,Asia/Baghdad
TQD,Al Taqaddum Air Base,Iraq,Al Taqaddum,Asia/Baghdad
XQC,Joint Base Balad,Iraq,Al Bakr,Asia/Baghdad
CRK,Diosdado Macapagal International Airport,Philippines,Angeles City,Asia/Manila
SDK,Sandakan Airport,Malaysia,Sandakan,Asia/Kuala_Lumpur
LXG,Luang Namtha Airport,Laos,Luang Namtha,Asia/Vientiane
ODY,Oudomsay Airport,Laos,Muang Xay,Asia/Vientiane
SHE,Taoxian Airport,China,Shenyang,Asia/Shanghai
DOY,Dongying Shengli Airport,China,Dongying,Asia/Shanghai
MNI,John A. Osborne Airport,Montserrat,Geralds,America/Montserrat
PSG,Petersburg James A Johnson Airport,United States,Petersburg,America/Anchorage
LYA,Luoyang Airport,China,Luoyang,Asia/Shanghai
XUZ,Xuzhou Guanyin Airport,China,Xuzhou,Asia/Shanghai
MWQ,Magway Airport,Burma,Magwe,Asia/Rangoon
